,Text
837,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Patate 'mpacchiuse ### Output:{'ingredients': '[\'Patate\', \'Cipolle rosse di Tropea\', ""Olio extravergine d\'oliva"", \'Sale fino\']', 'description': '""Patate \'mpacchiuse"" is a dish featuring tender potatoes, sweet red onions from Tropea, and high-quality extra virgin olive oil, all seasoned with fine salt. This dish offers a delightful combination of flavors and textures, with the creamy potatoes and the mildly sweet onions complementing each other perfectly. The use of fine salt and extra virgin olive oil adds a touch of sophistication to this simple yet satisfying dish.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
838,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Chips di patate ### Output:{'ingredients': ""['Patate', 'Sale fino', 'Olio di semi di arachide']"", 'description': '""Chips di patate"" are thin slices of potatoes, typically deep-fried until crispy and golden. They are often lightly seasoned with fine salt and can be served as a snack or side dish.', 'allergen': ""['Peanuts', 'Nuts']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
839,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto all'Amarone ### Output:{'ingredients': ""['Riso vialone nano', 'Vino rosso', 'Monte Veronese', 'Scalogno', 'Burro', 'Midollo', 'Brodo di carne', 'Sale fino']"", 'description': '""Risotto all\'Amarone"" is a dish made with Riso Vialone Nano, a type of Italian rice, cooked in a rich red wine reduction, likely Amarone, and enriched with Monte Veronese cheese. The recipe also features shallots, butter, bone marrow, meat broth, and a touch of fine salt, creating a decadent and flavorful dish that is both rich and comforting.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
840,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Grissini veloci di sfoglia al pomodoro ### Output:{'ingredients': ""['Pasta Sfoglia', 'Triplo concentrato di pomodoro', 'Origano', 'Timo', 'Semi di sesamo', 'Semi di papavero']"", 'description': '""Grissini veloci di sfoglia al pomodoro"" are quick and delicious breadsticks made using puff pastry and triple tomato concentrate, seasoned with oregano, thyme, sesame seeds, and poppy seeds.', 'allergen': ""['Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
841,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Burger buns (panini da burger) ### Output:{'ingredients': '[\'Latte intero\', \'Acqua\', \'Farina 00\', \'Burro\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Zucchero\', \'Malto\', \'Lievito di birra secco\', \'Latte intero\', \'Acqua\', \'Farina 00\', \'Burro\', ""Olio extravergine d\'oliva"", \'Malto\', \'Zucchero\', \'Sale fino\', \'Lievito di birra secco\', \'Uova\', \'Semi di sesamo\', \'Semi di papavero\']', 'description': '""Burger buns, also known as ""panini da burger,"" are a type of bread roll specifically designed to hold the contents of a burger. The creation of these buns involves the use of various ingredients, including different types of flour, dairy products, sweeteners, and leavening agents. Both yeast and malt are used in the preparation of the dough, which also includes whole milk, water, and sugar. Additionally, butter and olive oil are incorporated to enhance texture and flavor. Small amounts of salt are added to balance the sweetness, while eggs give the buns their golden color and help bind the ingredients together. Sesame and poppy seeds may be added as a finishing touch, providing both a pleasant crunch and an aesthetic appeal to the final product.""', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': '[]'}"
842,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Orata all'acqua pazza ### Output:{'ingredients': ""['Orata', 'Pomodori', 'Prezzemolo', 'Aglio', 'Olio', 'Sale', 'Pepe', 'Acqua', 'Vino']"", 'description': ""Orata all'acqua pazza is a dish featuring orata, cooked in a tomato-based broth with hints of garlic, parsley, and a touch of wine, finished with salt and pepper to elevate the dish's flavors."", 'allergen': ""['Fish']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
843,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Focaccia senza lievito ### Output:{'ingredients': '[\'Acqua\', \'Farina 00\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Patate\', \'Pancetta dolce\', \'Provola affumicata\']', 'description': '""Focaccia senza lievito"" is a type of flatbread made without yeast, using only water, fine salt, and type 00 flour. It is flavored with extra virgin olive oil and topped with sliced potatoes, sweet pancetta, and smoked provola cheese.', 'allergen': ""['Cereals', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
844,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pollo tikka masala ### Output:{'ingredients': '[\'Petto di pollo\', \'Yogurt greco\', \'Zenzero fresco\', \'Garam Masala\', \'Paprika affumicata\', \'Aglio\', \'Succo di lime\', \'Sale fino\', \'Passata di pomodoro\', \'Panna fresca liquida\', \'Cipolle bianche\', \'Aglio\', \'Peperoncino fresco\', \'Cumino\', \'Paprika affumicata\', \'Curcuma in polvere\', \'Zucchero di canna\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Coriandolo\']', 'description': 'A dish named ""Pollo tikka masala"" features chicken breast marinated in a mixture of Greek yogurt, fresh ginger, garlic, lime juice, garam masala, smoked paprika, and fine salt. The marinated chicken is then cooked and combined with a sauce made from tomato passata, cream, white onions, garlic, fresh chili, cumin, smoked paprika, turmeric, brown sugar, olive oil, and final touches of fine salt and coriander.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Gluten free']""}"
845,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pumpkin pie ### Output:{'ingredients': ""['Farina 00', 'Burro', 'Uova', 'Acqua', 'Zucchero', 'Sale fino', 'Zucca', 'Latte condensato', 'Uova', 'Zucchero di canna', 'Zucchero', 'Noce moscata', 'Cannella in polvere', 'Panna fresca liquida']"", 'description': '""Pumpkin pie"" is a delightful dessert, featuring a savory crust made from fine flour, butter, water, eggs, sugar, and a touch of salt. The filling is a rich and creamy concoction of pumpkin, sweetened condensed milk, eggs, brown and white sugars, along with warm spices like nutmeg and cinnamon, all topped off with a dollop of fresh liquid cream.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
846,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Agnolotti ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Cipolle', 'Aglio', 'Brodo di carne', 'Vitello', 'Manzo', 'Lonza di maiale', 'Uova', 'Verza', 'Noce moscata', 'Sale fino', 'Pepe nero', 'Parmigiano Reggiano DOP', 'Burro', 'Rosmarino']"", 'description': 'Agnolotti is a type of pasta that originates from the Piedmont region of Italy. It is typically made using fine flour (Farina 00) and eggs (Uova). The pasta dough is then stuffed with a mixture of slow-cooked meat (Vitello, Manzo, Lonza di maiale) and vegetables (Cipolle, Aglio, Verza) in a rich meat broth (Brodo di carne). The addition of spices such as nutmeg (Noce moscata), salt (Sale fino), and black pepper (Pepe nero) enhances the flavor of the dish. Once the agnolotti are formed, they are typically served with a topping of grated Parmigiano Reggiano DOP cheese, butter (Burro), and fresh rosemary (Rosmarino).', 'allergen': ""['Cereals', 'Egg', 'Latte', 'Nuts', 'Sulfur dioxide and sulphites']"", 'Additional_information': '[]'}"
847,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta mimosa all'ananas ### Output:{'ingredients': ""['Uova', 'Zucchero', 'Farina 00', 'Fecola di patate', 'Baccello di vaniglia', 'Sale fino', 'Latte intero', 'Panna fresca liquida', 'Tuorli', 'Baccello di vaniglia', 'Zucchero', 'Amido di mais (maizena)', 'Panna fresca liquida', 'Zucchero a velo', 'Ananas', 'Acqua', 'Zucchero', 'Rum', 'Fiori eduli']"", 'description': '""Torta Mimosa with Pineapple"" is a delightful Italian cake that features a rich and creamy vanilla-infused filling, enclosed in a light and tender crust, and topped with pineapple chunks, all glazed in a shiny, slightly alcoholic syrup. The cake is then generously dusted with powdered sugar and adorned with edible flowers for a visually stunning presentation.', 'allergen': ""['Egg', 'Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
848,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Ravioli di ricotta ### Output:{'ingredients': ""['Farina 00', 'Uova', 'Tuorli', 'Semola di grano duro rimacinata', 'Ricotta vaccina', 'Grana Padano DOP', 'Noce moscata', 'Sale fino', 'Pepe nero']"", 'description': '""Ravioli di Ricotta"" is a pasta dish made using fine flour (Farina 00), eggs, egg yolks, and durum wheat semolina. The pasta is filled with rich Italian cow\'s milk ricotta cheese, and flavored with Grana Padano DOP cheese, nutmeg, fine salt, and black pepper.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Vegetarian']""}"
849,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Spaghetti con crema di burrata e melanzane ### Output:{'ingredients': '[\'Spaghetti Senza Glutine\', \'Burrata\', \'Basilico\', ""Olio extravergine d\'oliva"", \'Melanzane\', \'Pinoli\', \'Sale fino\', \'Pepe nero\', \'Olio di semi di arachide\', \'Basilico\']', 'description': 'This dish, ""Spaghetti con crema di burrata e melanzane,"" features gluten-free spaghetti combined with creamy burrata cheese and tender eggplant. The pasta is delicately seasoned with fine salt, freshly ground black pepper, and extra virgin olive oil, while aromatic basil leaves and toasted pine nuts provide bursts of flavor in every bite. A light coating of arachide oil completes this exquisite dish.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
850,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Arrosto di maiale alla birra ### Output:{'ingredients': '[\'Arista\', \'Birra chiara\', \'Cipolle\', \'Carote\', \'Sedano\', \'Aglio\', \'Sale fino\', ""Olio extravergine d\'oliva"", \'Salvia\', \'Rosmarino\', \'Semi di finocchio\', \'Bacche di ginepro\', \'Pepe nero in grani\', \'Pancetta\', \'Farina 00\']', 'description': 'The Italian dish ""Arrosto di maiale alla birra"" is a pork roast made with arista, beer, onions, carrots, celery, garlic, salt, extra virgin olive oil, sage, rosemary, fennel seeds, juniper berries, black peppercorns, pancetta, and flour. The pork is slow-cooked in beer and aromatics, resulting in a tender and flavorful roast.', 'allergen': ""['Cereals', 'Celery']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
851,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta pesce spada e menta ### Output:{'ingredients': '[\'Paccheri\', \'Pesce spada\', \'Menta\', \'Melanzane tonde\', \'Aglio\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Brandy\', \'Cipolle rosse di Tropea\', \'Pomodorini datterini\', \'Basilico\', \'Vino bianco\', \'Pangrattato\', \'Prezzemolo\', ""Olio extravergine d\'oliva""]', 'description': '""Pasta pesce spada e menta"" is a dish featuring paccheri pasta combined with swordfish, mint, and round eggplants, enhanced with garlic, extra virgin olive oil, fine salt, and black pepper. It also includes brandy, red onions from Tropea, datterini tomatoes, basil, white wine, breadcrumbs, and parsley, all cooked in a savory sauce.', 'allergen': ""['Cereals', 'Fish']"", 'Additional_information': ""['Spicy', 'Vegan', 'Gluten free', 'Vegetarian']""}"
